algorithm,name,description,qgis_output_type
qgis:minimumboundinggeometry,OUTPUT,Bounding geometry,outputVector
qgis:pointsdisplacement,OUTPUT,Displaced,outputVector
qgis:polarplot,OUTPUT,Polar plot,outputHtml
qgis:randomextractwithinsubsets,OUTPUT,Extracted (random stratified),outputVector
qgis:randompointsalongline,OUTPUT,Random points,outputVector
qgis:randompointsinlayerbounds,OUTPUT,Random points,outputVector
qgis:randompointsinsidepolygons,OUTPUT,Random points,outputVector
qgis:rastercalculator,OUTPUT,Output,outputRaster
qgis:rasterlayerhistogram,OUTPUT,Histogram,outputHtml
qgis:rectanglesovalsdiamondsvariable,OUTPUT,Output,outputVector
qgis:regularpoints,OUTPUT,Regular points,outputVector
qgis:relief,FREQUENCY_DISTRIBUTION,Frequency distribution,outputFile
qgis:relief,OUTPUT,Relief,outputRaster
qgis:scatter3dplot,OUTPUT,Histogram,outputHtml
qgis:statisticsbycategories,OUTPUT,Statistics by category,outputVector
qgis:texttofloat,OUTPUT,Float from text,outputVector
qgis:tininterpolation,OUTPUT,Interpolated,outputRaster
qgis:tininterpolation,TRIANGULATION,Triangulation,outputVector
qgis:topologicalcoloring,OUTPUT,Colored,outputVector
qgis:variabledistancebuffer,OUTPUT,Buffer,outputVector
qgis:vectorlayerhistogram,OUTPUT,Histogram,outputHtml
qgis:vectorlayerscatterplot,OUTPUT,Scatterplot,outputHtml
qneat3:OdMatrixFromLayersAsLines,OUTPUT,Output OD Matrix,outputVector
qneat3:OdMatrixFromLayersAsTable,OUTPUT,Output OD Matrix,outputVector
qneat3:OdMatrixFromPointsAsCsv,OUTPUT,Output OD Matrix,outputFile
qneat3:OdMatrixFromPointsAsLines,OUTPUT,Output OD Matrix,outputVector
qneat3:OdMatrixFromPointsAsTable,OUTPUT,Output OD Matrix,outputVector
qneat3:isoareaascontoursfromlayer,OUTPUT_CONTOURS,Output Contours,outputVector
qneat3:isoareaascontoursfromlayer,OUTPUT_INTERPOLATION,Output Interpolation,outputRaster
qneat3:isoareaascontoursfrompoint,OUTPUT_CONTOURS,Output Contours,outputVector
qneat3:isoareaascontoursfrompoint,OUTPUT_INTERPOLATION,Output Interpolation,outputRaster
qneat3:isoareaasinterpolationfromlayer,OUTPUT,Output Interpolation,outputRaster
qneat3:isoareaasinterpolationfrompoint,OUTPUT,Output Interpolation,outputRaster
qneat3:isoareaaspointcloudfromlayer,OUTPUT,Output Pointcloud,outputVector
qneat3:isoareaaspointcloudfrompoint,OUTPUT,Output Pointcloud,outputVector
qneat3:isoareaaspolygonsfromlayer,OUTPUT_INTERPOLATION,Output Interpolation,outputRaster
qneat3:isoareaaspolygonsfromlayer,OUTPUT_POLYGONS,Output Polygon,outputVector
qneat3:isoareaaspolygonsfrompoint,OUTPUT_INTERPOLATION,Output Interpolation,outputRaster
qneat3:isoareaaspolygonsfrompoint,OUTPUT_POLYGONS,Output Polygon,outputVector
qneat3:shortestpathpointtopoint,OUTPUT,Shortest Path Layer,outputVector
sagang:01:asimplelittersystem,TABLE,Results,outputVector
sagang:02:carboncyclesimulationforterrestrialbiomass,TABLE,Results,outputVector
sagang:03:spatiallydistributedsimulationofsoilnitrogendynamics,NSTORE,Soil Nitrogen,outputRaster
sagang:3dpointsselection,COPY,Copy Selection,outputVector
sagang:accumulatedcost,ACCUMULATED,Accumulated Cost,outputRaster
sagang:accumulatedcost,ALLOCATION,Allocation,outputRaster
sagang:accumulationfunctions,FLUX,Flux,outputRaster
sagang:accumulationfunctions,STATE_OUT,State t + 1,outputRaster
sagang:addcoordinatestopoints,OUTPUT,Output,outputVector
sagang:addrastervaluestofeatures,RESULT,Result,outputVector
sagang:addrastervaluestopoints,RESULT,Result,outputVector
sagang:aggregatepointobservations,AGGREGATED,Aggregated,outputVector
sagang:aggregationindex,RESULT,Result,outputVector
sagang:airpressureadjustment,P_ADJ,Adjusted Air Pressure,outputRaster
sagang:analyticalhierarchyprocess,OUTPUT,Output Grid,outputRaster
sagang:analyticalhillshading,SHADE,Analytical Hillshading,outputRaster
sagang:angmap,E,Angle,outputRaster
sagang:angmap,F,CL dipdir,outputRaster
sagang:angmap,G,CL dip,outputRaster
sagang:angulardistanceweighted,CV_RESIDUALS,Cross Validation Residuals,outputVector
sagang:angulardistanceweighted,CV_SUMMARY,Cross Validation Summary,outputVector
sagang:angulardistanceweighted,TARGET_OUT_GRID,Target Grid,outputRaster
sagang:annualcourseofdailyinsolation,SOLARRAD,Solar Radiation,outputVector
sagang:automatedcloudcoverassessment,CLOUD,Cloud Cover,outputRaster
sagang:averagewithmask1,RESULT,AWM1 Grid,outputRaster
sagang:averagewithmask2,RESULT,AWM2 Grid,outputRaster
sagang:averagewiththereshold1,RESULT,AWT Grid,outputRaster
sagang:averagewiththereshold2,RESULT,AWT Grid,outputRaster
sagang:averagewiththereshold3,RESULT,AWT Grid,outputRaster
sagang:basicterrainanalysis,ASPECT,Aspect,outputRaster
sagang:basicterrainanalysis,BASINS,Drainage Basins,outputVector
sagang:basicterrainanalysis,CHANNELS,Channel Network,outputVector
sagang:basicterrainanalysis,CHNL_BASE,Channel Network Base Level,outputRaster
sagang:basicterrainanalysis,CHNL_DIST,Channel Network Distance,outputRaster
sagang:basicterrainanalysis,CONVERGENCE,Convergence Index,outputRaster
sagang:basicterrainanalysis,FLOW,Total Catchment Area,outputRaster
sagang:basicterrainanalysis,HCURV,Plan Curvature,outputRaster
sagang:basicterrainanalysis,LSFACTOR,LS-Factor,outputRaster
sagang:basicterrainanalysis,RSP,Relative Slope Position,outputRaster
sagang:basicterrainanalysis,SHADE,Analytical Hillshading,outputRaster
sagang:basicterrainanalysis,SINKS,Closed Depressions,outputRaster
sagang:basicterrainanalysis,SLOPE,Slope,outputRaster
sagang:basicterrainanalysis,VALL_DEPTH,Valley Depth,outputRaster
sagang:basicterrainanalysis,VCURV,Profile Curvature,outputRaster
sagang:basicterrainanalysis,WETNESS,Topographic Wetness Index,outputRaster
sagang:binaryerosionreconstruction,OUTPUT_GRID,Output Grid,outputRaster
sagang:bioclimaticvariables,BIO_01,Annual Mean Temperature,outputRaster
sagang:bioclimaticvariables,BIO_02,Mean Diurnal Range,outputRaster
sagang:bioclimaticvariables,BIO_03,Isothermality,outputRaster
sagang:bioclimaticvariables,BIO_04,Temperature Seasonality,outputRaster
sagang:bioclimaticvariables,BIO_05,Maximum Temperature of Warmest Month,outputRaster
sagang:bioclimaticvariables,BIO_06,Minimum Temperature of Coldest Month,outputRaster
sagang:bioclimaticvariables,BIO_07,Temperature Annual Range,outputRaster
sagang:bioclimaticvariables,BIO_08,Mean Temperature of Wettest Quarter,outputRaster
sagang:bioclimaticvariables,BIO_09,Mean Temperature of Driest Quarter,outputRaster
sagang:bioclimaticvariables,BIO_10,Mean Temperature of Warmest Quarter,outputRaster
sagang:bioclimaticvariables,BIO_11,Mean Temperature of Coldest Quarter,outputRaster
sagang:bioclimaticvariables,BIO_12,Annual Precipitation,outputRaster
sagang:bioclimaticvariables,BIO_13,Precipitation of Wettest Month,outputRaster
sagang:bioclimaticvariables,BIO_14,Precipitation of Driest Month,outputRaster
sagang:bioclimaticvariables,BIO_15,Precipitation Seasonality,outputRaster
sagang:bioclimaticvariables,BIO_16,Precipitation of Wettest Quarter,outputRaster
sagang:bioclimaticvariables,BIO_17,Precipitation of Driest Quarter,outputRaster
sagang:bioclimaticvariables,BIO_18,Precipitation of Warmest Quarter,outputRaster
sagang:bioclimaticvariables,BIO_19,Precipitation of Coldest Quarter,outputRaster
sagang:breachdepressions,NOSINKS,Preprocessed,outputRaster
sagang:bsplineapproximation,TARGET_OUT_GRID,Target Grid,outputRaster
sagang:burnstreamnetworkintodem,BURN,Processed DEM,outputRaster
sagang:catchmentarea,ACCU_LEFT,Accumulated Material (Left Side),outputRaster
sagang:catchmentarea,ACCU_RIGHT,Accumulated Material (Right Side),outputRaster
sagang:catchmentarea,ACCU_TOTAL,Accumulated Material,outputRaster
sagang:catchmentarea,FLOW,Flow Accumulation,outputRaster
sagang:catchmentarea,FLOW_LENGTH,Flow Path Length,outputRaster
sagang:catchmentarea,VAL_MEAN,Mean over Catchment,outputRaster
sagang:catchmentarea,WEIGHT_LOSS,Loss through Negative Weights,outputRaster
sagang:catchmentareaflowtracing,ACCU_LEFT,Accumulated Material (Left Side),outputRaster
sagang:catchmentareaflowtracing,ACCU_RIGHT,Accumulated Material (Right Side),outputRaster
sagang:catchmentareaflowtracing,ACCU_TOTAL,Accumulated Material,outputRaster
sagang:catchmentareaflowtracing,FLOW,Flow Accumulation,outputRaster
sagang:catchmentareaflowtracing,VAL_MEAN,Mean over Catchment,outputRaster
sagang:catchmentarearecursive,ACCU_LEFT,Accumulated Material (Left Side),outputRaster
sagang:catchmentarearecursive,ACCU_RIGHT,Accumulated Material (Right Side),outputRaster
sagang:catchmentarearecursive,ACCU_TOTAL,Accumulated Material,outputRaster
sagang:catchmentarearecursive,FLOW,Flow Accumulation,outputRaster
sagang:catchmentarearecursive,FLOW_LENGTH,Flow Path Length,outputRaster
sagang:catchmentarearecursive,VAL_MEAN,Mean over Catchment,outputRaster
sagang:catchmentarearecursive,WEIGHT_LOSS,Loss through Negative Weights,outputRaster
sagang:categoricalcoincidence,CATEGORIES,Number of Categories,outputRaster
sagang:categoricalcoincidence,COINCIDENCE,Coincidence,outputRaster
sagang:categoricalcoincidence,MAJ_COUNT,Dominance of Majority,outputRaster
sagang:categoricalcoincidence,MAJ_VALUE,Value of Majority,outputRaster
sagang:cellbalance,BALANCE,Cell Balance,outputRaster
sagang:changeagridsnodatavalue,OUTPUT,Changed Grid,outputRaster
sagang:changeagridsnodatavaluebulkprocessing,OUTPUT,Changed Grids,outputRaster
sagang:changedatastorage,OUTPUT,Converted Grid,outputRaster
sagang:changegridvaluesfloodfill,GRID_OUT,Changed Grid,outputRaster
sagang:changelongitudinalrangeforgrids,OUTPUT,Output,outputRaster
sagang:channelnetwork,CHNLNTWRK,Channel Network,outputRaster
sagang:channelnetwork,CHNLROUTE,Channel Direction,outputRaster
sagang:channelnetwork,SHAPES,Channel Network,outputVector
sagang:channelnetworkanddrainagebasins,BASIN,Drainage Basins,outputRaster
sagang:channelnetworkanddrainagebasins,BASINS,Drainage Basins,outputVector
sagang:channelnetworkanddrainagebasins,CONNECTION,Flow Connectivity,outputRaster
sagang:channelnetworkanddrainagebasins,DIRECTION,Flow Direction,outputRaster
sagang:channelnetworkanddrainagebasins,NODES,Junctions,outputVector
sagang:channelnetworkanddrainagebasins,ORDER,Strahler Order,outputRaster
sagang:channelnetworkanddrainagebasins,SEGMENTS,Channels,outputVector
sagang:cliffmetrics,CLIFF_TOE,Cliff Toe Points,outputVector
sagang:cliffmetrics,CLIFF_TOP,Cliff Top Points,outputVector
sagang:cliffmetrics,COAST,Coastline,outputVector
sagang:cliffmetrics,COAST_CURVATURE,Coastline Curvature,outputVector
sagang:cliffmetrics,COAST_POINT,Coast Points,outputVector
sagang:cliffmetrics,INVALID_NORMALS,Invalid Coastline-Normal Profiles,outputVector
sagang:cliffmetrics,NORMALS,Coastline-Normal Profiles,outputVector
sagang:cliffmetrics,PROFILES,Profile Data,outputVector
sagang:cliffmetrics,RASTER_COAST,Coastline,outputRaster
sagang:cliffmetrics,RASTER_NORMAL,Normals,outputRaster
sagang:cliffmetrics,SEDIMENT_TOP,Sediment Top Elevation,outputRaster
sagang:climateclassification,CLASSES,Climate Classification,outputRaster
sagang:clipgrids,CLIPPED,Clipped Grids,outputRaster
sagang:clippointswithpolygons,CLIPS,Clipped Points,outputVector
sagang:cliprasterwithpolygon,OUTPUT,Output,outputRaster
sagang:closegaps,RESULT,Changed Grid,outputRaster
sagang:closegapswithspline,CLOSED,Closed Gaps Grid,outputRaster
sagang:closegapswithstepwiseresampling,RESULT,Result,outputRaster
sagang:closeonecellgaps,RESULT,Changed Grid,outputRaster
sagang:clouddetection,CLOUDS,Clouds,outputRaster
sagang:cloudoverlap,BLOCKS,Number of Cloud Blocks,outputRaster
sagang:cloudoverlap,COVER,Total Cloud Cover,outputRaster
sagang:coldairflow,AIR,Cold Air Height,outputRaster
sagang:coldairflow,VELOCITY,Velocity,outputRaster
sagang:colournormalizedbroveysharpening,B_SHARP,Blue,outputRaster
sagang:colournormalizedbroveysharpening,G_SHARP,Green,outputRaster
sagang:colournormalizedbroveysharpening,R_SHARP,Red,outputRaster
sagang:colournormalizedbroveysharpening,SHARPEN,Sharpened Channels,outputRaster
sagang:colournormalizedspectralsharpening,SHARPEN,Sharpened Channels,outputRaster
sagang:combineclasses,OUTPUT,Output,outputRaster
sagang:concentration,CONC,Concentration,outputRaster
sagang:confusionmatrixpolygonsgrid,CLASSES,Class Values,outputVector
sagang:confusionmatrixpolygonsgrid,CONFUSION,Confusion Matrix,outputVector
sagang:confusionmatrixpolygonsgrid,SUMMARY,Summary,outputVector
sagang:confusionmatrixtwogrids,CLASSES,Class Values,outputVector
sagang:confusionmatrixtwogrids,COMBINED,Combined Classes,outputRaster
sagang:confusionmatrixtwogrids,CONFUSION,Confusion Matrix,outputVector
sagang:confusionmatrixtwogrids,SUMMARY,Summary,outputVector
sagang:connectivityanalysis,FILTERED_MASK,Filtered Image,outputRaster
sagang:connectivityanalysis,OUTLINES,Outlines,outputVector
sagang:connectivityanalysis,SYMBOLIC_IMAGE,Symbolic Image,outputRaster
sagang:constantgrid,OUT_GRID,Target Grid,outputRaster
sagang:contourlines,CONTOUR,Contour,outputVector
sagang:contourlines,POLYGONS,Polygons,outputVector
sagang:contourlinesfrompoints,CONTOUR,Contour Lines,outputVector
sagang:convergenceindex,RESULT,Convergence Index,outputRaster
sagang:convergenceindexsearchradius,CONVERGENCE,Convergence Index,outputRaster
sagang:convertlinestopoints,POINTS,Points,outputVector
sagang:convertlinestopolygons,POLYGONS,Polygons,outputVector
sagang:convertmultipointstopoints,POINTS,Points,outputVector
sagang:convertpointstolines,LINES,Lines,outputVector
sagang:convertpolygonlineverticestopoints,POINTS,Points,outputVector
sagang:convertpolygonstolines,LINES,Lines,outputVector
sagang:converttabletopoints,POINTS,Points,outputVector
sagang:convertvertextype2d3d,OUTPUT,Output,outputVector
sagang:convexhull,BOXES,Minimum Bounding Box,outputVector
sagang:convexhull,HULLS,Convex Hull,outputVector
sagang:conwaysgameoflife,LIFE,Life,outputRaster
sagang:coordinateconversiongrids,TARGET_X,Projected X Coordinates,outputRaster
sagang:coordinateconversiongrids,TARGET_Y,Projected Y Coordinates,outputRaster
sagang:coordinatetransformationgrid,GRID,Target,outputRaster
sagang:coordinatetransformationgrid,OUT_X,X Coordinates,outputRaster
sagang:coordinatetransformationgrid,OUT_Y,Y Coordinates,outputRaster
sagang:coordinatetransformationgridlist,GRIDS,Target,outputRaster
sagang:coordinatetransformationgridlist,OUT_X,X Coordinates,outputRaster
sagang:coordinatetransformationgridlist,OUT_Y,Y Coordinates,outputRaster
sagang:coordinatetransformationshapeslist,TARGET,Target,outputVector
sagang:copygrid,COPY,Copy,outputRaster
sagang:copyselectiontonewshapeslayer,OUTPUT,Output,outputVector
sagang:copyshapes,COPY,Copy,outputVector
sagang:copyshapesfromregion,CUT,Copy,outputVector
sagang:coverageofcategories,COVERAGES,Coverages,outputRaster
sagang:covereddistance,RESULT,Covered Distance,outputRaster
sagang:creategraticule,GRATICULE_LINE,Graticule,outputVector
sagang:creategraticule,GRATICULE_RECT,Graticule,outputVector
sagang:createpointgrid,POINTS,Points,outputVector
sagang:createrandompoints,POINTS,Points,outputVector
sagang:createrastercataloguefromfiles,CATALOGUE,Raster Catalogue,outputVector
sagang:createrastercataloguesfromdirectory,CATALOGUES,Raster Catalogues,outputVector
sagang:createrastercataloguesfromdirectory,CATALOGUE_GCS,Raster Catalogue,outputVector
sagang:createrastercataloguesfromdirectory,CATALOGUE_UKN,Raster Catalogue (unknown CRS),outputVector
sagang:createtileshapefromvirtualpointcloud,TILE_SHP,Tileshape,outputVector
sagang:croptodata,OUTPUT,Cropped Grids,outputRaster
sagang:crossclassificationandtabulation,RESULTGRID,Cross-Classification Grid,outputRaster
sagang:crossclassificationandtabulation,RESULTTABLE,Cross-Tabulation Table,outputVector
sagang:crossprofiles,PROFILES,Cross Profiles,outputVector
sagang:curvatureclassification,CLASSES,Curvature Classification,outputRaster
sagang:dailyinsolationoverlatitude,SOLARRAD,Solar Radiation,outputVector
sagang:dailytohourlyevapotranspiration,HOURS,Hourly Data,outputVector
sagang:decisiontree,CLASSES,Decision Tree,outputRaster
sagang:definegeoreferenceforgrids,REFERENCED,Referenced Grids,outputRaster
sagang:destriping,RESULT1,Low-pass 1,outputRaster
sagang:destriping,RESULT2,Low-pass 2,outputRaster
sagang:destriping,RESULT3,Destriped Grid,outputRaster
sagang:destriping,STRIPES,Stripes,outputRaster
sagang:destripingwithmask,RESULT1,Low-pass 1,outputRaster
sagang:destripingwithmask,RESULT2,Low-pass 2,outputRaster
sagang:destripingwithmask,RESULT3,Destriped Grid,outputRaster
sagang:destripingwithmask,STRIPES,Stripes,outputRaster
sagang:difference,RESULT,Difference,outputVector
sagang:diffusepollutionrisk,DELIVERY,Delivery Index,outputRaster
sagang:diffusepollutionrisk,RISK_DIFFUSE,Diffuse Pollution Risk,outputRaster
sagang:diffusepollutionrisk,RISK_POINT,Locational Risk,outputRaster
sagang:diffusivehillslopeevolutionadi,DIFF,Elevation Difference,outputRaster
sagang:diffusivehillslopeevolutionadi,MODEL,Modelled Elevation,outputRaster
sagang:diffusivehillslopeevolutionftcs,DIFF,Elevation Difference,outputRaster
sagang:diffusivehillslopeevolutionftcs,MODEL,Modelled Elevation,outputRaster
sagang:directgeoreferencingofairbornephotographs,EXTENT,Extent,outputVector
sagang:directgeoreferencingofairbornephotographs,OUTPUT,Referenced Grids,outputRaster
sagang:directionalaverage,RESULT,Output Grid,outputRaster
sagang:directionalgridstatistics,MEAN,Arithmetic Mean,outputRaster
sagang:directionalstatisticsforrasterlayer,DEVMEAN,Deviation from Arithmetic Mean,outputRaster
sagang:directionalstatisticsforrasterlayer,DIFMEAN,Difference from Arithmetic Mean,outputRaster
sagang:directionalstatisticsforrasterlayer,MAX,Maximum,outputRaster
sagang:directionalstatisticsforrasterlayer,MEAN,Arithmetic Mean,outputRaster
sagang:directionalstatisticsforrasterlayer,MIN,Minimum,outputRaster
sagang:directionalstatisticsforrasterlayer,PERCENT,Percentile,outputRaster
sagang:directionalstatisticsforrasterlayer,POINTS_OUT,Directional Statistics for Points,outputVector
sagang:directionalstatisticsforrasterlayer,RANGE,Range,outputRaster
sagang:directionalstatisticsforrasterlayer,STDDEV,Standard Deviation,outputRaster
sagang:directionalstatisticsforrasterlayer,STDDEVHI,Mean plus Standard Deviation,outputRaster
sagang:directionalstatisticsforrasterlayer,STDDEVLO,Mean less Standard Deviation,outputRaster
sagang:directionalstatisticsforrasterlayer,VAR,Variance,outputRaster
sagang:diurnalanisotropicheat,DAH,Diurnal Anisotropic Heating,outputRaster
sagang:diversityofcategories,CONNECTEDAVG,Averaged Connectivity,outputRaster
sagang:diversityofcategories,CONNECTIVITY,Connectivity,outputRaster
sagang:diversityofcategories,COUNT,Number of Categories,outputRaster
sagang:diversityofcategories,DIVERSITY,Diversity,outputRaster
sagang:downslopedistancegradient,DIFFERENCE,Gradient Difference,outputRaster
sagang:downslopedistancegradient,GRADIENT,Gradient,outputRaster
sagang:dtmfilterslopebased,GROUND,Bare Earth,outputRaster
sagang:dtmfilterslopebased,NONGROUND,Removed Objects,outputRaster
sagang:earthsorbitalparameters,ORBPAR,Earth's Orbital Parameters,outputVector
sagang:edgecontamination,CONTAMINATION,Edge Contamination,outputRaster
sagang:effectiveairflowheights,AFH,Effective Air Flow Heights,outputRaster
sagang:enhancedvegetationindex,EVI,Enhanced Vegetation Index,outputRaster
sagang:evapotranspirationgrid,ET,Potential Evapotranspiration,outputRaster
sagang:evapotranspirationtable,RESULT,Evapotranspiration,outputVector
sagang:fastrepresentativeness,RESULT,Output,outputRaster
sagang:fastrepresentativeness,RESULT_LOD,Output Lod,outputRaster
sagang:fastrepresentativeness,SEEDS,Output Seeds,outputRaster
sagang:featureextents,EXTENTS,Extents,outputVector
sagang:fillsinksplanchondarboux2001,RESULT,Filled DEM,outputRaster
sagang:fillsinksqmofesp,FILLED,DEM without Sinks,outputRaster
sagang:fillsinksqmofesp,SINKS,Sinks,outputRaster
sagang:fillsinkswangliu,FDIR,Flow Directions,outputRaster
sagang:fillsinkswangliu,FILLED,Filled DEM,outputRaster
sagang:fillsinkswangliu,WSHED,Watershed Basins,outputRaster
sagang:fillsinksxxlwangliu,FILLED,Filled DEM,outputRaster
sagang:fireriskanalysis,COMPPROB,Compound Probability,outputRaster
sagang:fireriskanalysis,DANGER,Danger,outputRaster
sagang:fireriskanalysis,PRIORITY,Priority Index,outputRaster
sagang:flatdetection,FLATS,Flat Areas,outputRaster
sagang:flatdetection,NOFLATS,No Flats,outputRaster
sagang:flattenpolygonlayer,OUTPUT,Output,outputVector
sagang:flowaccumulationonestep,SCA,Specific Catchment Area,outputRaster
sagang:flowaccumulationonestep,TCA,Flow Accumulation,outputRaster
sagang:flowaccumulationparallelizable,FLOW,Flow Accumulation,outputRaster
sagang:flowaccumulationqmofesp,FLOW,Contributing Area,outputRaster
sagang:flowbetweenfields,FLOW,Flow table,outputVector
sagang:flowbetweenfields,UPAREA,Uparea,outputRaster
sagang:flowpathlength,LENGTH,Flow Path Length,outputRaster
sagang:flowwidthandspecificcatchmentarea,SCA,Specific Catchment Area (SCA),outputRaster
sagang:flowwidthandspecificcatchmentarea,WIDTH,Flow Width,outputRaster
sagang:focalmechanismbeachballplots,PLOTS,Focal Mechanism Beachballs,outputVector
sagang:focalpcaonagrid,BASE,Base Topographies,outputRaster
sagang:focalpcaonagrid,EIGEN,Eigen Vectors,outputVector
sagang:focalpcaonagrid,PCA,Principal Components,outputRaster
sagang:focalstatistics,DEVMEAN,Deviation from Mean Value,outputRaster
sagang:focalstatistics,DIFF,Difference from Mean Value,outputRaster
sagang:focalstatistics,MAJORITY,Majority,outputRaster
sagang:focalstatistics,MAX,Maximum Value,outputRaster
sagang:focalstatistics,MEAN,Mean Value,outputRaster
sagang:focalstatistics,MEDIAN,Median,outputRaster
sagang:focalstatistics,MIN,Minimum Value,outputRaster
sagang:focalstatistics,MINORITY,Minority,outputRaster
sagang:focalstatistics,PERCENT,Percentile,outputRaster
sagang:focalstatistics,RANGE,Value Range,outputRaster
sagang:focalstatistics,STDDEV,Standard Deviation,outputRaster
sagang:focalstatistics,SUM,Sum,outputRaster
sagang:focalstatistics,VARIANCE,Variance,outputRaster
sagang:fractalbrowniannoise,OUT_GRID,Fractal Brownian Noise,outputRaster
sagang:fragmentationalternative,CONNECTIVITY,Connectivity [Percent],outputRaster
sagang:fragmentationalternative,DENSITY,Density [Percent],outputRaster
sagang:fragmentationalternative,FRAGMENTATION,Fragmentation,outputRaster
sagang:fragmentationalternative,FRAGSTATS,Summary,outputVector
sagang:fragmentationclassesfromdensityandconnectivity,FRAGMENTATION,Fragmentation,outputRaster
sagang:fragmentationstandard,CONNECTIVITY,Connectivity [Percent],outputRaster
sagang:fragmentationstandard,DENSITY,Density [Percent],outputRaster
sagang:fragmentationstandard,FRAGMENTATION,Fragmentation,outputRaster
sagang:fragmentationstandard,FRAGSTATS,Summary,outputVector
sagang:frostchangefrequency,DT_MAX,Maximum Temperature Span,outputRaster
sagang:frostchangefrequency,DT_MEAN,Mean Temperature Span,outputRaster
sagang:frostchangefrequency,DT_STDV,Standard Deviation of Temperature Span,outputRaster
sagang:frostchangefrequency,FREQUENCY,Frost Change Frequency,outputRaster
sagang:frostchangefrequency,TMIN_MEAN,Mean Minimum Temperature,outputRaster
sagang:frostchangefrequency,TMIN_MIN,Minimum Temperature,outputRaster
sagang:functionplotter,FUNCTION,Function,outputRaster
sagang:fuzzify,OUTPUT,Fuzzified Grid,outputRaster
sagang:fuzzyintersectionand,AND,Intersection,outputRaster
sagang:fuzzylandformelementclassification,BSLOPE,Back Slope,outputRaster
sagang:fuzzylandformelementclassification,CHANNEL,Channel,outputRaster
sagang:fuzzylandformelementclassification,CI,Confusion Index,outputRaster
sagang:fuzzylandformelementclassification,ENTROPY,Entropy,outputRaster
sagang:fuzzylandformelementclassification,FHOLLOW,Foot Hollow,outputRaster
sagang:fuzzylandformelementclassification,FORM,Landform,outputRaster
sagang:fuzzylandformelementclassification,FSLOPE,Foot Slope,outputRaster
sagang:fuzzylandformelementclassification,FSPUR,Foot Spur,outputRaster
sagang:fuzzylandformelementclassification,HOLLOW,Hollow,outputRaster
sagang:fuzzylandformelementclassification,MEM,Maximum Membership,outputRaster
sagang:fuzzylandformelementclassification,PEAK,Peak,outputRaster
sagang:fuzzylandformelementclassification,PIT,Pit,outputRaster
sagang:fuzzylandformelementclassification,PLAIN,Plain,outputRaster
sagang:fuzzylandformelementclassification,RIDGE,Ridge,outputRaster
sagang:fuzzylandformelementclassification,SADDLE,Saddle,outputRaster
sagang:fuzzylandformelementclassification,SHOLLOW,Shoulder Hollow,outputRaster
sagang:fuzzylandformelementclassification,SPUR,Spur,outputRaster
sagang:fuzzylandformelementclassification,SSLOPE,Shoulder Slope,outputRaster
sagang:fuzzylandformelementclassification,SSPUR,Shoulder Spur,outputRaster
sagang:fuzzyunionor,OR,Union,outputRaster
sagang:gaussianfilter,RESULT,Filtered Grid,outputRaster
sagang:gdalformats,FORMATS,GDAL Formats,outputVector
sagang:generateshapes,OUTPUT,Output,outputVector
sagang:geocoding,LOCATIONS,Locations,outputVector
sagang:geodesicmorphologicalreconstruction,DIFFERENCE_GRID,Difference Input - Reconstruction,outputRaster
sagang:geodesicmorphologicalreconstruction,OBJECT_GRID,Object Grid,outputRaster
sagang:geographiccoordinategrids,LAT,Latitude,outputRaster
sagang:geographiccoordinategrids,LON,Longitude,outputRaster
sagang:geographicdistances,LOXODROME,Loxodrome,outputVector
sagang:geographicdistances,ORTHODROME,Great Elliptic,outputVector
sagang:geographicdistancespairofcoordinates,DISTANCES,Geographic Distances,outputVector
sagang:geometricfigures,RESULT,Result,outputRaster
sagang:geomorphons,GEOMORPHONS,Geomorphons,outputRaster
sagang:georeferencewithcoordinategrids,OUTPUT,Grids,outputRaster
sagang:getgridfromvirtualpointcloud,GRID_OUT,Grid,outputRaster
sagang:globalmoransiforrasterlayer,RESULT,Result,outputVector
sagang:gradientvectorfromcartesiantopolarcoordinates,DIR,Direction,outputRaster
sagang:gradientvectorfromcartesiantopolarcoordinates,LEN,Length,outputRaster
sagang:gradientvectorfrompolartocartesiancoordinates,DX,X Component,outputRaster
sagang:gradientvectorfrompolartocartesiancoordinates,DY,Y Component,outputRaster
sagang:gradientvectorsfromdirectionalcomponents,VECTORS,Gradient Vectors,outputVector
sagang:gradientvectorsfromdirectionandlength,VECTORS,Gradient Vectors,outputVector
sagang:gradientvectorsfromsurface,VECTORS,Gradient Vectors,outputVector
sagang:gravitationalprocesspathmodel,DEPOSITION,Deposition,outputRaster
sagang:gravitationalprocesspathmodel,MAX_VELOCITY,Maximum Velocity,outputRaster
sagang:gravitationalprocesspathmodel,PROCESS_AREA,Process Area,outputRaster
sagang:gravitationalprocesspathmodel,STOP_POSITIONS,Stopping Positions,outputRaster
sagang:gridcalculator,RESULT,Result,outputRaster
sagang:gridcellareacoveredbypolygons,AREA,Area of Coverage,outputRaster
sagang:gridclassesareaforpolygons,RESULT,Result,outputVector
sagang:gridnormalization,OUTPUT,Normalized Grid,outputRaster
sagang:gridsfromclassifiedgridandtable,GRIDS,Grids,outputRaster
sagang:gridstandardization,OUTPUT,Standardized Grid,outputRaster
sagang:gridstatisticsforpoints,RESULT,Statistics,outputVector
sagang:gridsystemextent,EXTENT,Extent,outputVector
