algorithm,name,description,qgis_output_type
saga:polynomialregression,TARGET_OUT_GRID,Grid,outputRaster
saga:polynomialregression,RESIDUALS,Residuals,outputVector
saga:principlecomponentsanalysis,PCA,Principle Components,outputVector
saga:profilefrompointstable,RESULT,Result,outputVector
saga:profilesfromlines,PROFILE,Profiles,outputVector
saga:profilesfromlines,PROFILES,Profiles,outputVector
saga:proximityraster,DISTANCE,Distance,outputRaster
saga:proximityraster,DIRECTION,Direction,outputRaster
saga:proximityraster,ALLOCATION,Allocation,outputRaster
saga:quadtreestructuretopolygons,POLYGONS,Polygons,outputVector
saga:quadtreestructuretopolygons,LINES,Lines,outputVector
saga:quadtreestructuretopolygons,POINTS,Duplicated Points,outputVector
saga:radiusofvarianceraster,RESULT,Variance Radius,outputRaster
saga:randomfield,OUT_GRID,Random Field,outputRaster
saga:randomforestclassificationopencv,CLASSES,Classification,outputRaster
saga:randomforestpresencepredictionvigra,PREDICTION,Presence Prediction,outputRaster
saga:randomforestpresencepredictionvigra,PROBABILITY,Presence Probability,outputRaster
saga:randomterraingeneration,TARGET_GRID,Grid,outputRaster
saga:rankfilter,RESULT,Filtered Grid,outputRaster
saga:rasterbuffer,BUFFER,Buffer Grid,outputRaster
saga:rastercalculator,RESULT,Calculated,outputRaster
saga:rastercellindex,INDEX,Sorted Grid,outputRaster
saga:rasterdifference,C,Difference ,outputRaster
saga:rasterdivision,C,Quotient,outputRaster
saga:rasterize,GRID,Rasterized,outputRaster
saga:rastermasking,MASKED,Masked Grid,outputRaster
saga:rasternormalisation,OUTPUT,Normalised Grid,outputRaster
saga:rasterorientation,RESULT,Changed Grid,outputRaster
saga:rasterproduct,RESULT,Product,outputRaster
saga:rasterproximitybuffer,DISTANCE,Distance Grid,outputRaster
saga:rasterproximitybuffer,ALLOC,Allocation Grid,outputRaster
saga:rasterproximitybuffer,BUFFER,Buffer Grid,outputRaster
saga:rasterskeletonization,RESULT,Skeleton,outputRaster
saga:rasterskeletonization,VECTOR,Skeleton,outputVector
saga:rasterssum,RESULT,Sum,outputRaster
saga:rasterstandardisation,OUTPUT,Standardised Grid,outputRaster
saga:rasterstatisticsforpolygons,RESULT,Statistics,outputVector
saga:rastervaluestopoints,SHAPES,Shapes,outputVector
saga:rastervaluestopointsrandomly,POINTS,Points,outputVector
saga:rastervolume,NA,NA,NA
saga:realsurfacearea,AREA,Surface Area,outputRaster
saga:reclassifyvalues,RESULT,Reclassified Grid,outputRaster
saga:reclassifyvaluesrange,RESULT,Reclassified Grid,outputRaster
saga:reclassifyvaluessimple,GRID_OUT,Changed Grid,outputRaster
saga:reclassifyvaluessingle,RESULT,Reclassified Grid,outputRaster
saga:reclassifyvaluestable,RESULT,Reclassified Grid,outputRaster
saga:regressionanalysis,REGRESSION,Regression,outputRaster
saga:regressionanalysis,RESIDUAL,Residuals,outputVector
saga:regressionanalysispointsandpredictorgrid,REGRESSION,Regression,outputRaster
saga:regressionanalysispointsandpredictorgrid,RESIDUAL,Residuals,outputVector
saga:regressionkriging,REGRESSION,Regression,outputRaster
saga:regressionkriging,PREDICTION,Prediction,outputRaster
saga:regressionkriging,RESIDUALS,Residuals,outputRaster
saga:regressionkriging,VARIANCE,Quality Measure,outputRaster
saga:regressionkriging,INFO_COEFF,Regression,outputVector
saga:regressionkriging,INFO_MODEL,Regression,outputVector
saga:regressionkriging,INFO_STEPS,Regression,outputVector
saga:relativeheightsandslopepositions,HO,Slope Height,outputRaster
saga:relativeheightsandslopepositions,HU,Valley Depth,outputRaster
saga:relativeheightsandslopepositions,NH,Normalized Height,outputRaster
saga:relativeheightsandslopepositions,SH,Standardized Height,outputRaster
saga:relativeheightsandslopepositions,MS,Mid,outputRaster
saga:removeduplicatepoints,RESULT,Result,outputVector
saga:removesmallpixelclumpstonodata,OUTPUT,Filtered Grid,outputRaster
saga:representativeness,RESULT,Representativeness,outputRaster
saga:resampling,OUTPUT,Grid,outputRaster
saga:resamplingfilter,LOPASS,Low Pass Filter,outputRaster
saga:resamplingfilter,HIPASS,High Pass Filter,outputRaster
saga:residualanalysis,MEAN,Mean Value,outputRaster
saga:residualanalysis,DIFF,Difference from Mean Value,outputRaster
saga:residualanalysis,STDDEV,Standard Deviation,outputRaster
saga:residualanalysis,RANGE,Value Range,outputRaster
saga:residualanalysis,MIN,Minimum Value,outputRaster
saga:residualanalysis,MAX,Maximum Value,outputRaster
saga:residualanalysis,DEVMEAN,Deviation from Mean Value,outputRaster
saga:residualanalysis,PERCENT,Percentile,outputRaster
saga:rgbcomposite,RGB,Output RGB,outputRaster
saga:riverbasin,OUTPUT2,Grad,outputRaster
saga:riverbasin,OUTPUT3,Direc,outputRaster
saga:riverbasin,OUTPUT4,HGGrad,outputRaster
saga:riverbasin,OUTPUT5,RivSpeed,outputRaster
saga:riverbasin,OUTPUT6,Coordinates,outputRaster
saga:riverbasin,OUTPUT7,BasinShare,outputRaster
saga:riverbasin,OUTPUT8,statWUse,outputRaster
saga:riverbasin,OUTPUT9,NumInFlowCells,outputRaster
saga:rivergridgeneration,OUTPUT,HG Raster,outputRaster
saga:runningaverage,OUTPUT,Output,outputVector
saga:sagawetnessindex,AREA,Catchment area,outputRaster
saga:sagawetnessindex,SLOPE,Catchment slope,outputRaster
saga:sagawetnessindex,AREA_MOD,Modified catchment area,outputRaster
saga:sagawetnessindex,TWI,Topographic Wetness Index,outputRaster
saga:seededregiongrowing,SEGMENTS,Segments,outputRaster
saga:seededregiongrowing,SIMILARITY,Similarity,outputRaster
saga:seedgeneration,SEED_GRID,Seeds Grid,outputRaster
saga:seedgeneration,VARIANCE,Variance,outputRaster
saga:seedgeneration,SEED_POINTS,Seeds Points,outputVector
saga:separatepointsbydirection,OUTPUT,Point direction,outputVector
saga:sharedpolygonedges,EDGES,Edges,outputVector
saga:shrinkandexpand,RESULT,Result Grid,outputRaster
saga:sievingclasses,OUTPUT,Sieved Classes,outputRaster
saga:simplefilter,RESULT,Filtered Grid,outputRaster
saga:simplefilterwithinshapes,RESULT,Filtered Grid,outputRaster
saga:simplekriging,PREDICTION,Prediction,outputRaster
saga:simplekriging,VARIANCE,Quality Measure,outputRaster
saga:simpleregiongrowing,SEGMENTS,Segments,outputRaster
saga:simpleregiongrowing,SIMILARITY,Similarity,outputRaster
saga:simpleregiongrowing,TABLE,Seeds,outputVector
saga:simulation,TIME,Time,outputRaster
saga:simulation,FLAME,Flame Length,outputRaster
saga:simulation,INTENSITY,Intensity,outputRaster
saga:singlevaluedecompositionopencv,OUTPUT,Output,outputRaster
saga:sinkdrainageroutedetection,SINKROUTE,Sink Route,outputRaster
saga:sinkremoval,DEM_PREPROC,Preprocessed DEM,outputRaster
saga:skyviewfactor,VISIBLE,Visible Sky,outputRaster
saga:skyviewfactor,SVF,Sky View Factor,outputRaster
saga:skyviewfactor,SIMPLE,Sky View Factor ,outputRaster
saga:skyviewfactor,TERRAIN,Terrain View Factor,outputRaster
saga:skyviewfactor,DISTANCE,Terrain View Factor,outputRaster
saga:slopeaspectcurvature,SLOPE,Slope,outputRaster
saga:slopeaspectcurvature,ASPECT,Aspect,outputRaster
saga:slopeaspectcurvature,C_GENE,General Curvature,outputRaster
saga:slopeaspectcurvature,C_PLAN,Plan Curvature,outputRaster
saga:slopeaspectcurvature,C_PROF,Profile Curvature,outputRaster
saga:slopeaspectcurvature,C_TANG,Tangential Curvature,outputRaster
saga:slopeaspectcurvature,C_LONG,Longitudinal Curvature,outputRaster
saga:slopeaspectcurvature,C_CROS,Cross,outputRaster
saga:slopeaspectcurvature,C_MINI,Minimal Curvature,outputRaster
saga:slopeaspectcurvature,C_MAXI,Maximal Curvature,outputRaster
saga:slopeaspectcurvature,C_TOTA,Total Curvature,outputRaster
saga:slopeaspectcurvature,C_ROTO,Flow,outputRaster
saga:slopelength,LENGTH,Slope Length,outputRaster
saga:slopelimitedflowaccumulation,FLOW,Flow Accumulation,outputRaster
saga:smoothingvigra,OUTPUT,Output,outputRaster
saga:snappointstogrid,OUTPUT,Result,outputVector
saga:snappointstogrid,MOVES,Moves,outputVector
saga:snappointstolines,OUTPUT,Result,outputVector
saga:snappointstolines,MOVES,Moves,outputVector
saga:snappointstopoints,OUTPUT,Result,outputVector
saga:snappointstopoints,MOVES,Moves,outputVector
saga:soiltextureclassification,TEXTURE,Soil Texture,outputRaster
saga:soiltextureclassification,SUM,Sum,outputRaster
saga:spatialpointpatternanalysis,CENTRE,Mean Centre,outputVector
saga:spatialpointpatternanalysis,STDDIST,Standard Distance,outputVector
saga:spatialpointpatternanalysis,BBOX,Bounding Box,outputVector
saga:splitlinesatpoints,INTERSECT,Intersection,outputVector
saga:splitlineswithlines,INTERSECT,Intersection,outputVector
saga:splitrgbbands,R,Output R band layer,outputRaster
saga:splitrgbbands,G,Output G band layer,outputRaster
saga:splitrgbbands,B,Output B band layer,outputRaster
saga:splitshapeslayerrandomly,A,Group A,outputVector
saga:splitshapeslayerrandomly,B,Group B,outputVector
saga:statisticsforrasters,MEAN,Arithmetic Mean,outputRaster
saga:statisticsforrasters,MIN,Minimum,outputRaster
saga:statisticsforrasters,MAX,Maximum,outputRaster
saga:statisticsforrasters,VAR,Variance,outputRaster
saga:statisticsforrasters,SUM,Sum,outputRaster
saga:statisticsforrasters,RANGE,Range,outputRaster
saga:statisticsforrasters,PCTL,Percentile,outputRaster
saga:statisticsforrasters,STDDEV,Standard Deviation,outputRaster
saga:statisticsforrasters,STDDEVLO,Mean less Standard Deviation,outputRaster
saga:statisticsforrasters,STDDEVHI,Mean plus Standard Deviation,outputRaster
saga:strahlerorder,STRAHLER,Strahler Order,outputRaster
saga:streampowerindex,SPI,Stream Power Index,outputRaster
saga:successiveflowrouting,FLOW,Flow,outputRaster
saga:supervisedclassification,CLASS_INFO,Class Information,outputVector
saga:supervisedclassification,CLASSES,Classification,outputRaster
saga:supervisedclassification,QUALITY,Quality,outputRaster
saga:supervisedclassificationforgrids,CLASSES,Classification,outputRaster
saga:supervisedclassificationforgrids,QUALITY,Quality,outputRaster
saga:supervisedclassificationforshapes,CLASSES,Classification,outputVector
saga:supportvectormachineclassificationopencv,CLASSES,Classification,outputRaster
saga:surfaceandgradient,SURF,Surface,outputRaster
saga:surfaceandgradient,GRAD,Gradient,outputRaster
saga:surfacegradientandconcentration,SURF,Surface,outputRaster
saga:surfacegradientandconcentration,GRAD,Gradient,outputRaster
saga:surfacegradientandconcentration,CONC,Concentration,outputRaster
saga:surfacespecificpoints,RESULT,Result,outputRaster
saga:svmclassification,CLASSES,Classification,outputRaster
saga:symmetricaldifference,RESULT,Symmetrical Difference,outputVector
saga:tasseledcaptransformation,BRIGHTNESS,Brightness,outputRaster
saga:tasseledcaptransformation,GREENNESS,Greenness,outputRaster
saga:tasseledcaptransformation,WETNESS,Wetness,outputRaster
saga:tcilow,TCILOW,TCI Low,outputRaster
saga:terrainmapview,SHADE,Shade,outputRaster
saga:terrainmapview,OPENNESS,Openness,outputRaster
saga:terrainmapview,SLOPE,Slope,outputRaster
saga:terrainmapview,CONTOURS,Contours,outputVector
saga:terrainruggednessindextri,TRI,Terrain Ruggedness Index ,outputRaster
saga:terrainsurfaceclassificationiwahashiandpike,LANDFORMS,Landforms,outputRaster
saga:terrainsurfaceconvexity,CONVEXITY,Convexity,outputRaster
saga:terrainsurfacetexture,TEXTURE,Texture,outputRaster
saga:thiessenpolygons,POLYGONS,Polygons,outputVector
saga:thinplatespline,TARGET_OUT_GRID,Grid,outputRaster
saga:thinplatesplinetin,TARGET_OUT_GRID,Grid,outputRaster
saga:thresholdrasterbuffer,BUFFER,Buffer Grid,outputRaster
saga:topofatmospherereflectance,RF_MSS01,Reflectance Band 1,outputRaster
saga:topofatmospherereflectance,RF_MSS02,Reflectance Band 2,outputRaster
saga:topofatmospherereflectance,RF_MSS03,Reflectance Band 3,outputRaster
saga:topofatmospherereflectance,RF_MSS04,Reflectance Band 4,outputRaster
saga:topofatmospherereflectance,RF_ETM01,Reflectance Band 1,outputRaster
saga:topofatmospherereflectance,RF_ETM02,Reflectance Band 2,outputRaster
saga:topofatmospherereflectance,RF_ETM03,Reflectance Band 3,outputRaster
saga:topofatmospherereflectance,RF_ETM04,Reflectance Band 4,outputRaster
saga:topofatmospherereflectance,RF_ETM05,Reflectance Band 5,outputRaster
saga:topofatmospherereflectance,RF_ETM07,Reflectance Band 7,outputRaster
saga:topofatmospherereflectance,RF_OLI01,Reflectance Band 1,outputRaster
saga:topofatmospherereflectance,RF_OLI02,Reflectance Band 2,outputRaster
saga:topofatmospherereflectance,RF_OLI03,Reflectance Band 3,outputRaster
saga:topofatmospherereflectance,RF_OLI04,Reflectance Band 4,outputRaster
saga:topofatmospherereflectance,RF_OLI05,Reflectance Band 5,outputRaster
saga:topofatmospherereflectance,RF_OLI06,Reflectance Band 6,outputRaster
saga:topofatmospherereflectance,RF_OLI07,Reflectance Band 7,outputRaster
saga:topofatmospherereflectance,RF_OLI09,Reflectance Band 9,outputRaster
saga:topofatmospherereflectance,RF__TM06,Reflectance Band 6,outputRaster
saga:topofatmospherereflectance,RF_ETM61,Reflectance Band 61,outputRaster
saga:topofatmospherereflectance,RF_ETM62,Reflectance Band 62,outputRaster
saga:topofatmospherereflectance,RF_OLI10,Reflectance Band 10,outputRaster
saga:topofatmospherereflectance,RF_OLI11,Reflectance Band 11,outputRaster
saga:topofatmospherereflectance,RF_PAN08,Reflectance Band 8,outputRaster
saga:topographiccorrection,CORRECTED,Corrected Image,outputRaster
saga:topographicopenness,POS,Positive Openness,outputRaster
saga:topographicopenness,NEG,Negative Openness,outputRaster
saga:topographicpositionindextpi,TPI,Topographic Position Index,outputRaster
saga:topographicwetnessindextwi,TWI,Topographic Wetness Index,outputRaster
saga:tpibasedlandformclassification,LANDFORMS,Landforms,outputRaster
saga:transectthroughpolygonshapefile,TRANSECT_RESULT,Result table,outputVector
saga:transformvectorlayer,OUT,Transformed,outputVector
saga:transposerasterlayers,TRANSPOSED,Transposed Grid,outputRaster
saga:triangulation,TARGET_OUT_GRID,Grid,outputRaster
saga:universalkriging,PREDICTION,Prediction,outputRaster
saga:universalkriging,VARIANCE,Quality Measure,outputRaster
saga:upslopeanddownslopecurvature,C_LOCAL,Local Curvature,outputRaster
saga:upslopeanddownslopecurvature,C_UP,Upslope Curvature,outputRaster
saga:upslopeanddownslopecurvature,C_UP_LOCAL,Local Upslope Curvature,outputRaster
saga:upslopeanddownslopecurvature,C_DOWN,Downslope Curvature,outputRaster
saga:upslopeanddownslopecurvature,C_DOWN_LOCAL,Local Downslope Curvature,outputRaster
saga:upslopearea,AREA,Upslope Area,outputRaster
saga:userdefinedfilter,RESULT,Filtered Grid,outputRaster
saga:valleyandridgedetectiontophatapproach,VALLEY,Valley Depth,outputRaster
saga:valleyandridgedetectiontophatapproach,HILL,Hill Height,outputRaster
saga:valleyandridgedetectiontophatapproach,VALLEY_IDX,Valley Index,outputRaster
saga:valleyandridgedetectiontophatapproach,HILL_IDX,Hill Index,outputRaster
saga:valleyandridgedetectiontophatapproach,SLOPE_IDX,Hillslope Index,outputRaster
saga:valleydepth,VALLEY_DEPTH,Valley Depth,outputRaster
saga:valleydepth,RIDGE_LEVEL,Ridge Level,outputRaster
saga:variabledistancebuffer,BUFFER,Buffer,outputVector
saga:variogramcloud,RESULT,Variogram Cloud,outputVector
saga:variogramsurface,COUNT,Number of Pairs,outputRaster
saga:variogramsurface,VARIANCE,Variogram Surface,outputRaster
saga:variogramsurface,COVARIANCE,Covariance Surface,outputRaster
saga:vectorisinggridclasses,POLYGONS,Vectorized,outputVector
saga:vectorruggednessmeasurevrm,VRM,Vector Terrain Ruggedness ,outputRaster
saga:vegetationindexdistancebased,PVI0,Perpendicular Vegetation Index ,outputRaster
saga:vegetationindexdistancebased,PVI1,Perpendicular Vegetation Index ,outputRaster
saga:vegetationindexdistancebased,PVI2,Perpendicular Vegetation Index ,outputRaster
saga:vegetationindexdistancebased,PVI3,Perpendicular Vegetation Index ,outputRaster
saga:vegetationindexdistancebased,TSAVI,Transformed Soil Adjusted Vegetation Index ,outputRaster
saga:vegetationindexdistancebased,ATSAVI,Transformed Soil Adjusted Vegetation Index ,outputRaster
saga:vegetationindexslopebased,DVI,Difference Vegetation Index,outputRaster
saga:vegetationindexslopebased,NDVI,Normalized Difference Vegetation Index,outputRaster
saga:vegetationindexslopebased,RVI,Ratio Vegetation Index,outputRaster
saga:vegetationindexslopebased,NRVI,Normalized Ratio Vegetation Index,outputRaster
saga:vegetationindexslopebased,TVI,Transformed Vegetation Index,outputRaster
saga:vegetationindexslopebased,CTVI,Corrected Transformed Vegetation Index,outputRaster
saga:vegetationindexslopebased,TTVI,Thiam,outputRaster
saga:vegetationindexslopebased,SAVI,Soil Adjusted Vegetation Index,outputRaster
saga:verticaldistancetochannelnetwork,DISTANCE,Vertical Distance to Channel Network,outputRaster
saga:verticaldistancetochannelnetwork,BASELEVEL,Channel Network Base Level,outputRaster
saga:warpingshapes,OUTPUT,Output,outputVector
saga:waterretentioncapacity,OUTPUT,Final Parameters,outputVector
saga:waterretentioncapacity,RETENTION,Water Retention Capacity,outputRaster
saga:watershedbasins,BASINS,Watershed Basins,outputRaster
saga:watershedsegmentation,SEGMENTS,Segments,outputRaster
saga:watershedsegmentation,SEEDS,Seed Points,outputVector
saga:watershedsegmentation,BORDERS,Borders,outputRaster
saga:watershedsegmentationvigra,OUTPUT,Segmentation,outputRaster
saga:windeffect,EFFECT,Wind Effect,outputRaster
saga:windeffect,LUV,Windward Effect,outputRaster
saga:windeffect,LEE,Leeward Effect,outputRaster
saga:windexpositionindex,EXPOSITION,Wind Exposition,outputRaster
saga:zonalmultipleregressionanalysispointsandpredictorgrids,RESIDUALS,Residuals,outputVector
saga:zonalmultipleregressionanalysispointsandpredictorgrids,REGRESSION,Regression,outputRaster
saga:zonalrasterstatistics,OUTTAB,Zonal Statistics,outputVector
